incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20070207FLPAJ,16.0,Male,,Student,Fled/Apprehended,No,,,,,
20070208ORCRP,18.0,Male,,Student,Suicide,Yes,Suicide,,,,
20070208TXSTP,,Male,,Student,Unknown,No,,,,,
20070226CASLA,12.0,Male,,Student,Unknown,No,,,,,
20070227GACLA,10.0,Male,,Student,Unknown,No,,,,,
20070307CACEC,,Male,,No Relation,Fled/Escaped,No,,,,,
20070307MIHEM,17.0,Male,,Intimate Relationship,Suicide,Yes,Suicide,,,,
20070307TXGRG,16.0,Male,,Student,Suicide,Yes,Suicide,,,,
20070308TNEAC,62.0,Male,,Other Staff,Suicide,No,Wounded,,,,
20070323FLUNO,10.0,Male,,Student,Unknown,No,,Two students charged with bringing a weapon to school and battery,,,
20070327CTSAH,,Male,,Unknown,Fled/Escaped,No,,,,,
20070329SCMYM,18.0,Male,,Student,Surrendered,No,Wounded,,,,
20070410ILCHC,15.0,Male,,Student,Fled/Apprehended,No,,,,,
20070410ORSPG,15.0,Male,,Student,Fled/Apprehended,No,,,,,
20070418NCNOH,16.0,Male,,Student,Suicide,Yes,Suicide,,,,
20070503OHGED,16.0,Male,,Unknown,Apprehended/Killed by LE,No,,"charged with ten counts of delinquency by reason of felonious assault, one count of inducing panic and one count of vandalism",,,
20070504TXTIE,15.0,Female,,Student,Suicide,Yes,Suicide,,,,
20070510MIHED,,,,Unknown,Fled/Escaped,No,Wounded,,,,
20070512TXWEM,17.0,Male,,Student,Fled/Apprehended,No,,Three suspects charged with aggravated assault,,,
20070515TXLIL,14.0,Male,,Student,Surrendered,No,,,,,
20070523RIOAC,11.0,Male,,Student,Subdued by Students/Staff/Other,No,,charged with disorderly conduct and felony assault with the use of a device similar to a firearm,,,
20070530NCVAG,,Male,,Unknown,Fled/Escaped,No,,,,,
20070531NCNOG,,Male,,Unknown,Fled/Escaped,No,,,,,
20070617SCBRB,21.0,Male,,No Relation,Surrendered,No,,charged with assault and battery with intent to kill and possession of a weapon on school grounds,,,
20070628TXDAD,17.0,Male,,Rival School Student,Fled/Apprehended,No,,Lecorian Tubbs: Aggravated assault,,,
20070709ILCAC,,Male,,Unknown,Fled/Escaped,No,,,,,
20070804NJMON,19.0,Male,,Unknown,Fled/Apprehended,No,,1st degree murder X3,"Guilty, life in prison w/o parole",,
20070928CALAO,17.0,Male,White,Student,Surrendered,No,,,,,
20070930AZSSP,18.0,Male,Other,Unknown,Fled/Escaped,No,,,,,
20071001CTPLM,15.0,Male,,Student,Fled/Apprehended,No,,,,,
20071010OHSUC,14.0,Male,White,Student,Suicide,Yes,Suicide,,,,
20071024TNMAM,15.0,Male,,Student,Unknown,No,,Aggravated assault,,,
20071105LAJOR,13.0,Male,,Student,Suicide,Yes,Suicide,,,,
20071126NYHOH,17.0,Male,White,Student,Unknown,No,,Y,"Charged with second degree criminal possession of weapon, first degree criminal endangerment",No,
20071221CABAU,21.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,,,,
20080204TNHAM,16.0,Male,Black,Student,Fled/Apprehended,No,,,,,
20080211TNMIM,17.0,Male,,Student,Surrendered,No,,,,,
20080214CAEOO,14.0,Male,,Student,Fled/Apprehended,No,,1st degree murder,Voluntary manslaughter,,
20080306ALDAM,18.0,Male,,Student,Suicide,Yes,Suicide,,,,
20080416CAROF,,,,Police Officer/SRO,Law Enforcement,No,,,,,
20080516LAMAT,,Male,,Student,Suicide,Yes,Suicide,,,,
20080811WAWAK,49.0,Male,,No Relation,Unknown,No,,charged with first-degree assault and felony harassment,,,
20080814WALAF,17.0,Male,Hispanic,Relative,Fled/Apprehended,No,,First degree murder,,,
20080821TNCEK,15.0,Male,Hispanic,Student,Fled/Apprehended,No,,First degree murder,,,
20080902OHSOW,15.0,Male,,Student,Surrendered,No,,,,,
20080915CAMIS,17.0,Male,,Student,Suicide,Yes,Suicide,,,,
20080919CAGEA,,Male,,Unknown,Fled/Escaped,No,,,,,
20081016MIHED,15.0,Male,Black,Student,Fled/Apprehended,No,,,,,
20081020CAVAA,14.0,Male,White,Student,Suicide,Yes,Suicide,,,,
20081023ALPRP,50.0,Male,,Parent,Surrendered,No,,Attempted murder,,,
20081029CAELG,10.0,Male,,Student,Subdued by Students/Staff/Other,No,,Assault with deadly weapon and bringing a weapon to school,,,
20081031MESTS,55.0,Male,,No Relation,Apprehended/Killed by LE,No,,,,,
20081103CABEB,,,,Unknown,Fled/Escaped,No,,No suspect to charge,No Suspect,,
20081103CAELO,,,,Unknown,Fled/Escaped,No,,No suspect to charge,No Suspect,,
20081112FLDIF,15.0,Female,Black,Student,Fled/Apprehended,No,,,2nd degree murder,,
20081115COTHL,18.0,Male,,Student,Apprehended/Killed by LE,No,,,"Murder, 38 years",,
20081115UTDES,15.0,Male,,Student,Other,No,,,,,
20081118CACEC,18.0,Male,,Student,Fled/Apprehended,No,,,,,
20081118CACOO,13.0,Male,,Student,Surrendered,No,,,,,
20081125TXNOH,18.0,Male,,Unknown,Fled/Escaped,No,,,,,
20081130CAOAG,,Male,,No Relation,Fled/Escaped,No,,,,,
20081202CAKIK,17.0,Male,,Unknown,Fled/Apprehended,No,,"Murder, attempted murder","Guilty, three consecutive life sentences (85 years before eligible for parole)",Yes,
20081205MNSHF,34.0,Male,,Teacher,Suicide,Yes,Suicide,,,,
20081212NCGUA,16.0,Female,,Unknown,Surrendered,No,,Involuntary manslaughter,,,
20081212NYWIM,27.0,Male,Black,Unknown,Fled/Apprehended,No,,X,"18 years; Tomlinson pleaded guilty to second-degree attempted murder, assault, criminal possession of a weapon, two counts of criminal use of a firearm and three counts of criminal possession of a controlled substance for cocaine.",,
20081221SCSUS,22.0,Male,,Unknown,Fled/Apprehended,No,,"assault and battery with intent to kill, possession of a firearm during the commission of a violent crime and unlawful carrying of a pistol",,,
20081222FLLAL,47.0,Female,White,Unknown,Suicide,Yes,Suicide,,,,
20081227PAWIP,,,,Unknown,Fled/Escaped,No,,,,,
20081231GASHS,18.0,Female,,Unknown,Unknown,No,,"Aggravated assault, possession of firearm on school property",,,
20081231OKKEN,68.0,Male,,Unknown,Suicide,Yes,Suicide,,,,
20090108DEWIN,,Female,,Police Officer/SRO,Law Enforcement,No,,,,,
20090109ILDUC,18.0,Male,Black,Student,Fled/Apprehended,No,,,,,
20090114ILPEC,,,,Unknown,Fled/Escaped,No,,,,,
20090120ILCOC,16.0,Male,,Student,Fled/Apprehended,No,,Y,Minors charged with simple assault,No,
20090120ILCOC,16.0,Male,,Student,Fled/Apprehended,No,,Y,Minors charged with simple assault,No,
20090120MIBEM,18.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Y,Charged with 4 counts of assault with the intent to murder,No,
20090120PAEAE,15.0,Male,Hispanic,No Relation,Fled/Apprehended,No,,"Unknown charges, 15YOM latino teen charged as adult",,Yes,
20090123ILCAC,18.0,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Y,Pled guilty to second degree murder.,No,
20090127NCCLC,18.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,Y,Pled guilty to discharging firearm on educational property,No,
20090210CABAE,9.0,Male,,Student,Unknown,No,,,,No,
20090211NCSCZ,11.0,Male,,Student,Surrendered,No,,Y - against shooter's father,,No,
20090217MICED,17.0,Male,,Nonstudent,Fled/Escaped,No,Wounded,Y - against shooter's father,,,
20090217MICED,19.0,Male,,Nonstudent,Fled/Escaped,No,Wounded,Y - against shooter's father,,,
20090220CAJOH,,Male,,Unknown,Fled/Escaped,No,,,,,
20090223CTBRN,19.0,Male,,Nonstudent,Fled/Escaped,No,Wounded,N,,No,
20090302SDROS,10.0,Male,,Student,Apprehended/Killed by LE,No,,Y,Charged with simple assault,No,
20090306NCWEF,19.0,Male,,Unknown,Fled/Apprehended,No,,,,,
20090310FLRIJ,,Male,,Student,Fled/Escaped,No,,,,,
20090310FLRIJ,,Male,,Student,Fled/Escaped,No,,,,,
20090311TXCYH,,Male,,Student,Unknown,No,,Y,,No,
20090413CALOL,,Male,Hispanic,Unknown,Fled/Escaped,No,,N,,No,
20090501WISHS,17.0,Male,,Student,Suicide,Yes,Suicide,No suspect to charge,,,
20090505NYCAC,17.0,Male,White,Student,Suicide,Yes,Suicide,No suspect to charge,,,
20090518LALAL,15.0,Male,White,Student,Suicide,Yes,Suicide,,,,
20090615CAINS,,Male,,Unknown,Fled/Apprehended,No,,,,,
20090624IAAPP,24.0,Male,White,Former Student,Fled/Apprehended,No,,Murder,Guilty - first degree murder,,
20090827NCWEF,16.0,Male,,Student,Fled/Apprehended,No,,,,,
20090908CTSTS,16.0,Male,,Student,Fled/Apprehended,No,,Y,,,
20090916VAVIG,16.0,Male,,Student,Fled/Apprehended,No,,Y,,Yes,
20091008NYMAM,28.0,Male,,No Relation,Unknown,No,,,,Yes,
20091016SCCAC,,Male,,Police Officer/SRO,Law Enforcement,No,,,,,
20091030CAWIL,18.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,,,,,
20091106PAHAW,15.0,Male,,Student,Fled/Apprehended,No,,,,Yes,
20091211LABOS,28.0,Male,,Intimate Relationship,Fled/Apprehended,No,,,,,
20100120ALLIL,32.0,Male,Black,Intimate Relationship,Fled/Apprehended,No,,,,,
20100205ALDIM,14.0,Male,Middle Eastern,Student,Apprehended/Killed by SRO,No,,Murder,Plea deal for 30 years (elligible for parole in 2026),Yes,
20100210TNINK,48.0,Male,,Teacher,Fled/Apprehended,No,,Attempted first degree murder X2,"Guilty, 56 years",,
20100223CODEL,32.0,Male,White,Former Student,Subdued by Students/Staff/Other,No,,,Not guilty by insanity,,
20100226WABIT,30.0,Male,White,Intimate Relationship,Fled/Apprehended,No,,,,,
20100428VAWOP,15.0,Male,Black,Student,Fled/Apprehended,No,,"Brandishing firearm, possession of firearm on school propoerty, 3 counts of discharging firearm on school property.",convicted of 5 counts and sentenced to 36 years in prison. ,,
20100518CASOS,17.0,Male,,Former Student,Fled/Apprehended,No,,,,,
20100830TNSUB,62.0,Male,White,Relative,Apprehended/Killed by SRO,No,,Killed,,,Stalking
20100908MIMUD,17.0,Male,Black,Student,Fled/Apprehended,No,,,,,
20100921SCSOC,15.0,Male,White,Student,Apprehended/Killed by SRO,No,,Attempted Murder,"Sentenced to 6 years. Helms entered an Alford plea on a charge of attempted murder, meaning he believed prosecutors had enough evidence to convict him of the charge. He also pleaded guilty to two of three charges of possessing or manufacturing bombs.",Yes,
20101001CAALS,,,,Unknown,Fled/Apprehended,No,,No,,,
20101008CAKEC,41.0,Male,White,No Relation,Subdued by Students/Staff/Other,No,,,,,
20101023KSTOT,19.0,Male,White,No Relation,Fled/Apprehended,No,,"second-degree murder, attempted second-degree murder, conspiracy to distribute hallucinogenic drugs within 1,000 feet of a school; and attempt to cultivate, distribute, and possess with intent to distribute hallucinogenic drugs within 1,000 feet of a scho",23 years and nine months in prison,,No
20101023KSTOT,21.0,Male,White,No Relation,Fled/Apprehended,No,,felony first-degree murder and attempted second-degree murder,Life and prison + four years and 11 months in prison,,No
20101129WIMAM,15.0,Male,White,Student,Suicide,Yes,Suicide,,,,No
20101206COAUA,23.0,Male,White,Former Student,Fled/Apprehended,No,,six counts of attempted first-degree murder,initially sentenced to 35 years in prison but sentence was reversed after an appeal,,No
20110104INCRC,,,,Unknown,Fled/Escaped,No,,N,,,
20110105NEMIO,17.0,Male,Other,Student,Fled/Escaped,Yes,Suicide,,,,Crimninal tresspasing and an unknown charge in the past
20110118CAGAL,17.0,Male,Black,Student,Surrendered,No,,possession of a firearm in a school zone and discharge of a firearm in a school zone; assault with a deadly weapon was dropped,9 months in a juvenile camp,No,"probation, punching another student"
20110202CALOP,44.0,Male,White,Other Staff,Fled/Apprehended,No,,first degree murder,25 years to life in prison,,No
20110325INMAM,16.0,Male,White,Former Student,Fled/Apprehended,No,,"attempted murder, aggravated battery, carrying a handgun without a permit on school property, tresspassing on school property, and possessing a firearm on school property"," 35 years - 30 in prison, 5 on probation",Yes,"Adjudicated as a delinquent and was placed on formal probation, which he violated by making the bomb threat"
20110330TXWOH,,Male,Black,Rival School Student,Fled/Escaped,No,Wounded,,,,probation for six months
20110330TXWOH,,Male,Black,Rival School Student,Fled/Escaped,No,Wounded,,,,probation for six months
20110330TXWOH,,Male,Black,Unknown,Fled/Escaped,No,,,,,probation for six months
20110413FLSHA,17.0,Male,,Unknown,Fled/Apprehended,No,,"felony charges for carrying a weapon on school grounds, firing a weapon in public, and disrupting a school function",,Yes,No
20110419TXBEH,6.0,Male,,Student,Unknown,No,,No,,No,No
20110517WAHOE,16.0,Male,,Unknown,Fled/Apprehended,No,,first-degree assault,10 years in prison,Yes,Assault and stealing cars
20110523HIHIP,14.0,Male,Hawaiian/Pacific Islander,Student,Surrendered,No,,Y,,No,No
20110923WAISS,51.0,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20110930NCGAC,,Male,,Unknown,Fled/Escaped,No,,charged with having a gun on school property,,,
20110930ORWIP,20.0,Male,White,Unknown,Fled/Apprehended,No,,"20-year-old Jesse Jacques Regen and 20-year-old Curtis Allen McMahon. Both faced several charges, including attempted murder with a firearm, attempted assault, reckless endangerment and unlawful use of a weapon.
Also arrested were 17-year-old Austin Micha",,No,
20110930ORWIP,20.0,Male,White,Unknown,Fled/Apprehended,No,,"20-year-old Jesse Jacques Regen and 20-year-old Curtis Allen McMahon. Both faced several charges, including attempted murder with a firearm, attempted assault, reckless endangerment and unlawful use of a weapon.
Also arrested were 17-year-old Austin Micha",,No,
20111024NCCAF,15.0,Male,Black,Student,Fled/Apprehended,No,,"Attempted first degree murder, Discharging a deadly weapon with intent to kill, Inflicting serious injury, Discharging a weapon on educational property, Possession of a firearm on educational property","at least 12 years and one month, and no more than 15 years, three months",Yes,No
20111212TXHAE,36.0,Male,White,No Relation,Surrendered,No,,Yes,Criminal Negligence - three years probation,No,
20111228MINOF,17.0,Male,Black,Unknown,Fled/Apprehended,No,,4 counts of assault with intent to murder (each),,,
20111228MINOF,17.0,Male,Black,Unknown,Fled/Apprehended,No,,4 counts of assault with intent to murder (each),,,
20120104TXCUB,,,,Student,Apprehended/Killed by LE,Yes,Fatal,,,,No
20120110TXNOH,18.0,Male,Black,Student,Subdued by Students/Staff/Other,No,,aggravated assault with a deadly weapon and bringing a gun to the campus,,,No
20120210NHWAW,14.0,Male,White,Student,Attempted Suicide,No,Wounded,,,,No
20120222WAARB,10.0,Male,White,Student,Surrendered,No,,theft of a firearm,,No,No
20120227OHCHC,17.0,Male,White,Student,Surrendered,No,,"three counts of aggravated murder, two counts of attempted aggravated murder and one count of felonious assault",life in prison without parole; defense unsuccessfully tried NGRI,,No
20120306FLEPJ,28.0,Male,White,Former Teacher,Suicide,Yes,Suicide,,,,No
20120315ALLEM,16.0,Male,Black,Former Student,Surrendered,No,,"two counts of attempted murder, possessing a gun on school property with intent to commit bodily harm, and shooting into an unoccupied vehicle",,Yes,Burglary charge when he was 8; disorderly conduct and trespassing
20120401ARKIR,18.0,Male,White,No Relation,Fled/Apprehended,No,,"four counts aggravated assault, carrying a weapon on school property, possession of a weapon, and disorderly conduct. ",,,No
20120525AZWEA,38.0,Male,Black,Unknown,Fled/Apprehended,No,,First-degree murder,First-degree murder,No,
20120525NCMAC,51.0,Male,White,Parent,Fled/Apprehended,No,,"before plea deal - first degree murder; after plea deal -second-degree murder, discharging a weapon on school property, possession of a weapon on school property",31-41 years in prison,,Protective order against him for domestic violence
20120706RINAP,20.0,Male,Black,No Relation,Fled/Apprehended,No,,,,,
20120816TNHAM,,Male,,No Relation,Fled/Escaped,No,,No Suspect,No Suspect,No Suspect,
20120824GABAH,15.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20120827MDPEP,15.0,Male,White,Student,Subdued by Students/Staff/Other,No,,attempted murder,35 years in prison,Yes,No
20120907ILNON,15.0,Male,White,Student,Subdued by Students/Staff/Other,No,,armed violence by discharging a weapon; unlawful use of weapons; possession of a handgun while he was under 18; and unlawful restraint. Eight other counts were dismissed. ,"pleaded guilty but mentally ill; kept in state’s juvenile detention system, which can hold inmates until age 21",No,No
20120926OKSTS,13.0,Male,White,Student,Suicide,Yes,Suicide,,,,No
20121012NDFAF,,Male,,Student,Attempted Suicide,No,Wounded,,,,
20121019ILBAC,14.0,Male,Black,Unknown,Fled/Apprehended,No,,"first-degree murder, attempted armed robbery and aggravated unlawful use of a weapon",,No,
20121019ILBAC,16.0,Male,Black,Unknown,Fled/Apprehended,No,,"first-degree murder, attempted armed robbery and aggravated unlawful use of a weapon",,Yes,
20121210TXSPH,15.0,Male,,Student,Surrendered,No,,Felony firearms possession on school grounds,,,No
20121214CTSAN,20.0,Male,White,Former Student,Suicide,Yes,Suicide,,,,Hacked into a government computer system
20130107FLAPF,,,,Unknown,Fled/Escaped,No,,No Suspect,No Suspect,No Suspect,
20130110CATAT,16.0,Male,White,Student,Surrendered,No,,two counts of attempted murder without meditation and three counts of assault with a deadly weapon (the latter were dropped),"plea - 27 years and 4 months in prison, with a youth parole hearing guaranteed in less than 13 years",Yes,No
20130111MIOSD,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,,,,,
20130131GAPRA,15.0,Male,,Student,Apprehended/Killed by SRO,No,,,,,No
20130201MIMAD,16.0,Male,,Unknown,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20130201MIMAD,15.0,Male,,Unknown,Apprehended/Killed by LE,No,Wounded,Killed,,,
20130213CAHIS,18.0,Male,Black,No Relation,Fled/Apprehended,No,,murder charge,15 years to life in prison,,No
20130227GAGRA,17.0,Female,Black,Student,Surrendered,No,Wounded,"felony — possession of a pistol by a minor — and three misdemeanors: carrying a weapon within a school safety zone, reckless conduct and disruption of a public school",,No,No
20130321MIDAS,13.0,Male,White,Student,Suicide,Yes,Suicide,,,,No
20130416TXTET,15.0,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20130429OHLAC,17.0,Male,,Student,Attempted Suicide,No,Wounded,,,,No
20130430NMTUT,19.0,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,,"Yes, Unknown"
20130513ALOSB,36.0,Female,Black,Parent,Unknown,No,,"Reckless endangerment,ʺcertain persons forbidden to possess firearmsʺ, and possession of marijuana",,,"Yes, Unknown"
20130523FLREH,11.0,Male,,Student,Unknown,No,,,,No,No
20130618NCHIC,17.0,Male,Black,Unknown,Apprehended/Killed by LE,No,Wounded,Assault with a deadly weapon with intent to kill,,,
20130618NCHIC,17.0,Male,Black,Unknown,Apprehended/Killed by LE,Yes,Fatal,Killed,,,
20130619FLALW,53.0,Male,Hispanic,Other Staff,Fled/Apprehended,No,,Two counts of first degree murder,Two life terms life in prison,,"Sexual harassment, bringing a gun to school "
20130815TNNOC,40.0,Male,Black,No Relation,Fled/Apprehended,No,,"First-degree murder and conspiracy to commit murder, tampering with evidence, convicted felon going armed",Mistrial,,2 burglary charges
20130820GAROD,20.0,Male,White,No Relation,Surrendered,No,,"Unlawfully threaten to commit the crime of murder, a crime of violence, for the purpose of terrorizing another",20 years in prison,,No
20130822TNWEM,5.0,Male,,Student,Surrendered,No,,,,No,No
20130823MSNOS,21.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,, 4-possessing a handgun and displaying it in a threatening manner on school property; 1-aggravated assault and shooting into an occupied vehicle; 3-capital murder,"no indictment on capital purder, unknown sentence",,
20130823MSNOS,17.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,, 4-possessing a handgun and displaying it in a threatening manner on school property; 1-aggravated assault and shooting into an occupied vehicle; 3-capital murder,"no indictment on capital purder, unknown sentence",,
20130823MSNOS,21.0,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,, 4-possessing a handgun and displaying it in a threatening manner on school property; 1-aggravated assault and shooting into an occupied vehicle; 3-capital murder,"no indictment on capital purder, unknown sentence",,
20130830NCCAW,18.0,Male,Black,Student,Apprehended/Killed by SRO,No,,"Assault with a deadly weapon, inflicting serious injury; carrying a concealed gun; possessing and discharging a firearm, and carrying a firearm onto educational property","Pleaded guilty and was sentenced to between two years and three years two months in prison, and was placed on supervised probation for three years",,"Bringing a knife to school, carrying a concealed gun and possession of marijuana, misdemeanor second-degree trespassing and resisting a public officer"
20130927ILROC,18.0,Male,Black,No Relation,Fled/Apprehended,No,,"Attempted armed robbery, child endangerment and three gun-related offenses",,,Felony probation and a pending robbery case in juvenile court
20130928MENEG,19.0,Male,,No Relation,Suicide,Yes,Suicide,,,,
20131002NHWIS,24.0,Male,White,No Relation,Fled/Apprehended,No,,charged with two counts of Reckless Conduct and two counts of Criminal Threatening,,No,
20131004FLAGP,,Male,,No Relation,Fled/Escaped,No,,,,,
20131015TXLAA,16.0,Male,Hispanic,Student,Suicide,Yes,Suicide,,,,No
20131021NVSPS,12.0,Male,Hispanic,Student,Suicide,Yes,Suicide,,,,No
20131023CANEC,,,,Student,Unknown,No,,,,No,No
20131101IAALA,23.0,Male,White,Former Student,Suicide,Yes,Suicide,,,,
20131103GASTL,,Male,,Student,Fled/Apprehended,No,,,,,
20131113PABRP,16.0,Male,Black,Student,Fled/Apprehended,No,,"One count of attempted homicide, three counts of aggravated assault, four counts of recklessly endangering another person and possession of a firearm by minor"," pleaded NG, sentenced to 12 to 30 years in prison.",,No
20131204FLWEW,17.0,Male,Black,Student,Fled/Apprehended,No,,"Attempted murder, aggravated battery with a firearm, possession of a firearm by a juvenile and possession of a firearm on school property",took a plea deal for 25 years,,No
20131213COARC,18.0,Male,White,Student,Suicide,Yes,Suicide,,,,No
20131219CAEDF,16.0,Male,Hispanic,Student,Fled/Apprehended,No,,"Assault with deadly weapon, conspiracy and attempted robbery",,,No
