incidentid,race,injury,gender,schoolaffiliation,age
20220209NYMCB,,Wounded,Male,Police Officer/SRO,
20220209MNMIM,,Wounded,,Bus Driver,
20220208MDCAC,,Wounded,,Student,16.0
20220211DCEAW,,Wounded,Male,,
20220201ILALC,,Wounded,Female,No Relation,16.0
20220217WAMCG,,Wounded,Male,Gang Member,
20220219VACAC,,Fatal,Male,,17.0
20220218MATET,,Minor Injuries,Female,Student,
20220218MATET,,Minor Injuries,,Student,
20220218MATET,,Minor Injuries,,Student,
20220218MATET,,Minor Injuries,,Student,
20220218MATET,,Minor Injuries,,Student,
20220218MATET,,Minor Injuries,,Student,
20220218MATET,,Minor Injuries,,Student,
20220220OKWIW,,Wounded,Male,Police Officer/SRO,
20220221MDJOH,,Fatal,Male,No Relation,18.0
20220220MSMCM,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,6.0
20220220MSMCM,,Wounded,,,
20220220MSMCM,,Wounded,,,
20220220MSMCM,,Wounded,,,
20220220MSMCM,,Wounded,,,
20220222COLIP,,Fatal,Male,No Relation,
20220225NMWEA,,Fatal,Male,Student,16.0
20220222TXALH,,Fatal,Male,No Relation,
20220227DCDUW,,Fatal,Male,No Relation,32.0
20220228NYBOB,,Wounded,Male,Student,14.0
20220303MIJWL,,Wounded,Male,,17.0
20220304KSOLO,,Wounded,Male,Police Officer/SRO,
20220304KSOLO,,Wounded,Male,Principal/Vice-Principal,
20220307IAEAD,Hispanic,Fatal,Male,Former Student,15.0
20220307IAEAD,,Wounded,Female,Student,16.0
20220307IAEAD,,Wounded,Female,Student,18.0
20220309TXNOH,,Wounded,Female,Student,17.0
20220309FLNOM,,Wounded,Male,Student,17.0
20220309FLNOM,,Wounded,Male,Student,18.0
20220309FLNOM,,Wounded,,Student,
20220310MDCOL,,Fatal,Male,,
20220311OHFAP,,,Male,No Relation,43.0
20220311CADER,,Minor Injuries,Male,Student,
20220310TNHAM,,,,Student,
20220310TNHAM,,,,Student,
20220310TNHAM,,,,Student,
20220310TNHAM,,,,Student,
20220310TNHAM,,,,Student,
20220315WAEIY,,Fatal,Male,Student,16.0
20220315WAEIY,,Wounded,Male,Student,18.0
20220315MATEB,,Wounded,,Student,17.0
20220315MATEB,,Wounded,,Teacher,31.0
20220315MDPAB,,Wounded,Male,Student,18.0
20220318ILBAB,,Minor Injuries,Male,Student,
20220318ILBAB,,Minor Injuries,Male,Student,
20220319ALCEL,,,Male,No Relation,
20220321MIMAK,,,Male,Parent,
20220318RICEP,,Minor Injuries,,Other Staff,
20220322FLNEN,,Minor Injuries,Female,Other Staff,
20220328NCOAC,,Wounded,Male,No Relation,16.0
20220329NVWEL,,Wounded,Male,Student,16.0
20220329NVWEL,,Wounded,Male,Nonstudent,
20220329NVWEL,,Minor Injuries,Female,Student,
20220331SCTAG,Black,Fatal,Male,Student,12.0
20220330AZKIK,,Wounded,Male,Student,15.0
20220405PAERE,,Wounded,,Student,
20220406ORROP,,Wounded,,,
20220410MALYL,,Fatal,Male,No Relation,20.0
20220406WASTM,,,,Student,
20220406WASTM,,,,Student,
20220413MISHS,,Minor Injuries,,Student,
20220414MSNEP,,Wounded,Male,Student,
20220414MSNEP,,Minor Injuries,Male,Student,
20220414MSNEP,,Wounded,Male,Student,
20220415VAGAW,,Wounded,Female,Student,
20220403INBLB,,Wounded,Male,,17.0
20220416IAMED,,Wounded,,,
20220421NDMOM,,Fatal,Male,,34.0
20220422DCEDW,,Wounded,Male,Security Guard,
20220422DCEDW,,Wounded,Female,No Relation,
20220422DCEDW,,Wounded,Female,Parent,
20220422DCEDW,,Wounded,Female,Student,12.0
20220424MOHAF,,Fatal,Male,No Relation,
20220426GASOM,Black,Fatal,Male,,15.0
20220427TXMOS,,Wounded,Male,No Relation,
20220422DCEDW,,Minor Injuries,Female,Student,16.0
20220501OHHAC,,Fatal,Male,,
20220501VALOM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20220501VALOM,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,
20220430PAMCJ,,,Male,Nonstudent Using Athletic Facilities/Attending Game,
20220509GARIS,,Minor Injuries,Female,Bus Driver,
20220509NYEDS,,Fatal,Male,,26.0
20220511FLJAJ,,Wounded,Male,Student,17.0
20220512TXHEH,,Wounded,,Student,
20220513FLALW,,Fatal,Male,Former Student,33.0
20220512ARHOH,,Fatal,Male,,39.0
20220512ARHOH,,Wounded,,,
20220512ARHOH,,Wounded,,,
20220513GASOM,,Wounded,Male,,21.0
20220515ILMEP,,Wounded,Male,No Relation,17.0
20220517ILWAC,,Wounded,Male,Student,7.0
20220515NHBEB,,Minor Injuries,Male,No Relation,13.0
20220515NHBEB,,Minor Injuries,Female,No Relation,12.0
20220518TNRIM,,Fatal,Male,Student,18.0
20220518TNRIM,,Wounded,,,
20220519LAHAH,,Wounded,,,
20220519LAHAH,,Wounded,,,
20220519LAHAH,,Wounded,,,
20220519LAHAH,,Minor Injuries,,,
20220519MIEAK,,Wounded,Female,Relative,40.0
20220519MIEAK,,Wounded,Male,Relative,16.0
20220520VAPOD,,,Male,Student,
20220520TNEAC,,Fatal,Male,No Relation,25.0
20220520OHCAC,,Minor Injuries,,Bus Driver,
20220523PASIP,,Wounded,Male,Student,15.0
20220523PASIP,,Wounded,Male,Student,16.0
20220523PASIP,,Wounded,Male,Student,17.0
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Wounded,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,,Student,
20220524TXROU,,Fatal,Female,Teacher,
20220524TXROU,,Fatal,,Teacher,
20220524TXROU,,Wounded,,Student,
20220524TXROU,,Wounded,,Student,
20220524TXROU,,Wounded,,Student,
20220524TXROU,,Wounded,,,
20220524DCPOW,,Wounded,Male,No Relation,19.0
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220524TXROU,,Wounded,,,
20220526SCMEG,,Fatal,Male,No Relation,31.0
20220529ILDAC,,Wounded,Female,,16.0
20220529ILDAC,,Wounded,Male,,33.0
20220529ILDAC,,Wounded,Male,,21.0
20220529ILDAC,,Wounded,Male,,21.0
20220529ILDAC,,Wounded,Female,,21.0
20220530CAHEL,,Wounded,Male,No Relation,20.0
20220531LAMON,Black,Fatal,Female,Relative,80.0
20220531LAMON,,Wounded,Male,Relative,
20220531LAMON,,Wounded,Male,Relative,
20220601CAULL,,Wounded,Male,Student,16.0
